STATE,BLOODBANKS.NO,BLOODBANK_DETAILS,,,
ASSAM,30,"M/s  Central  Hospital  North  Eastern  Coalfields,  Coal  India
Ltd., Marghetia.",,,
ASSAM,31,"M/s  Lower  Assam  Hospital  blood  bank,  Chapaguri,  Pin-
783380",,,
ASSAM,32,"M/s  Barak  Blood  Bank  &  Clinical  Research  Centre,  N.S.
Avenue,Silchar-5",,,
ASSAM,33,"M/s  Tata  Tea  Ltd.  Referral  Hospital  &  Research  Centre
blood bank, Chabua.",,,
ASSAM,34,"M/s Dr. Damani?s Nursing Home Blood Bank, Near Circuit
House",,,
ASSAM,35,"M/s  Marwari  Arogya  Bhawan  &  Hospital  Blood  Bank,
P.O.- Jyoti Nagar",,,
ASSAM,36,M/s Aditya Diagnostic Hospital Blood Bank.,,,
ASSAM,37,"M/s   Blood   bank   of   Srimanta   Sankardeva   Hospital   &
Research Centre, Mancotta Road.",,,
ASSAM,38,M/s  Dirial Central Hospital blood bank,,,
ASSAM,39,"M/s Blood bank of Solace Hospital & Research Centre (P)
Ltd.",,,
ASSAM,40,"M/s Vivekananda Kendra NRL Hospital Blood Bank, NRL Township,    Numaligarh,    Dist.-    Golaghat,    Pin-785621,
Assam",,,
ASSAM,41,"M/s   Aparajita   Blood   Bank   (A   Unit   of   M/s   Sanjivani
Hospital), A.T. Road, Tarajan, Pin-785001",,,
ASSAM,42,"M/s  Jorhat  Medical  College  Hospital  Blood  Bank,  Pin- 785001
(Due to change of premise of M/s Civil Hospital, Jorhat)",,,
ASSAM,43,"M/s 5, Air Force Hospital Blood Bank, C/O 99 APO",,,
ASSAM,44,"M/s G.N.R.C Hospital Blod Bank, Dispur, Guwahati-6",,,
ASSAM,45,"M/s  Assam  Gujarat  Voluntary BB & Research  Centre,  33,
Anil  Mazamill  Road,  Lane  opp.:Apsara  Cinema,  Manipuri Basti, Guwahati",,,
ASSAM,46,"M/s  Blood  Bank  Down  Town  Hospital,G.S.  Road,  Dispur,
Guwahati -6",,,
ASSAM,47,"M/s  Ganga  Blood  Bank,  G.S.  Road,  Ulubari,  Guwahati,
Dist- Kamrup, Pin- 781007",,,
ASSAM,48,"M/S Dispur blood bank,  Ganeshguri , Guwahati",,,
ASSAM,49,"M/s Central Nursing Home Blood Bank, Beltola, Guwahati",,,
ASSAM,50,"M/S   Saharia's   Blood   Bank,   G.S.   Road,   Bhangagarh,
Guwahati",,,
ASSAM,51,"M/s  International  Hospital  blood  bank,  Lotus  Tower,  G.S
Road,Guwahati.",,,
ASSAM,52,"M/s  Surakhya blood bank, A.M. Road, Rehabri, Guwahati-
781008.",,,
ASSAM,53,"M/s  Marwari  Hospital   &  Research  Centre  blood  bank,
Athagaon, Guwahati.",,,
ASSAM,54,"M/s 151,  Base Hospital Blood Bank, Basistha, Guwahati",,,
ASSAM,55,"M/s Blood Bank,  Central Hospital N.F. Railway, Maligaon,
Guwahati-11",,,
ASSAM,56,"Haji  Abdul  Memorial  Hospital  &   Research  Centre  blood
bank, Hojai.",,,
ASSAM,57,"M/s  North  East  blood  bank  &  Research  Centre  ,  N.H.-37,
Haibargaon.",,,
ASSAM,58,"M/s Divisional Railway Hospital blood bank, Lumding",,,
ASSAM,59,Nalbari Maternity Hospital blood bank,,,
ASSAM,60,"M/s Sharma Nursing Home, Tana Road",,,
ASSAM,61,"M/s Pragati Hospital & Research Centre, Blood Bank",,,
ASSAM,62,"155 Base Hospital Blood Bank, Tezpur",,,
ASSAM,63,"M/s  Catholic  Hospital  Blood  Bank,  P.O.-Borgang,  Pin-
784167",,,
ASSAM,64,M/s Tinsukia blood bank,,,
ASSAM,65,"Blood  Bank,  Sankar  Madhab  Medical  College  & Hospital,
Gandhinagar, Sankar Madhab Path, Panikhaiti",,,
ASSAM,66,"M/s   Greater   Jorhat   Lions   Blood   Bank,   Lions   Multiple
Service Centre, Sonali Jayanti Nagar.",,,
ASSAM,67,"M/s Hayat Hospital Blood Bank, Odalbakra,",,,
ASSAM,68,"M/s   Fakhruddin   Ali   Ahmed   Medical   College   Hospital
Blood Bank, Barpeta",,,
ASSAM,69,"M/s  Rahman  Hospital  Pvt.  Ltd.,  Blood  Bank,  VIP  Road,
Sixmile, Khanapara, Ghy-22",,,
ASSAM,70,"M/s  Sanjevani  Hospital  Blood  Bank,  Maligaon,  Guwahati,
Pin-781011",,,
ASSAM,71,"M/s  St.  Luke  Hospital  Blood  Bank,  No.  1  Patia  Pathar
Village, Rongpuria,P. Box-72.",,,
ASSAM,72,"M/S Sukhada Hospital & Diagnostic Centre BB , Tezpur",,,
ASSAM,73,"M/s  Satribari Christian Hospital blood bank, Guwahati",,,
ASSAM,74,M/S Barpeta Civil Hospital,,,
ASSAM,75,"M/s GNRC Institute of Medical Sciences, Sila Grant, North
Guwahati, Assam",,,
ASSAM,76,"M/s Narayana Hrudayalaya Pvt. Ltd, Blood Bank",,,
BIHAR,1,M/s Maa Vindhyawasini Blood Bank,,,
BIHAR,2,M/s  A.N. Magadh Medical College Hospital BB,,,
BIHAR,3,"M/S   Anupam   Voluntary   blood   bank,   Opp   Purani   Jail
Road,Nawadah.",,,
BIHAR,4,"M/s  Bharat  Blood  Bank,  Kadamkuan,  Choori  Bazar,  Pin-800003",,,
BIHAR,5,"M/s Blood bank Indian Red Cross Society, Line Bazar.+D265D239:D276D239:D318",,,
BIHAR,6,"M/s    Blood  Bank  &  Research  Centre,       Ashoke  Nagar,
Pokharia.",,,
BIHAR,7,"M/s Bose Clinic Blood Bank, Dehral on Sone, Canal Road,
Rohtas",,,
BIHAR,8,"M/s  Sadar Hospital, Blood Bank, Bhojpur",,,
BIHAR,9,"M/s Kurji Holy Family Hospital Blood Bank, P.O.-Sadaquat
Ashram, Patna-800010, Bihar",,,
BIHAR,10,"M/s National blood bank & Research Centre, Kankarbagh.",,,
BIHAR,11,M/S Nalanda Medical College &  Hospital Blood Bank.,,,
BIHAR,12,"Military Hospital Blood Bank, Danapur.",,,
BIHAR,13,"M/S Lion's Mahavir Cancer Sansthan Blood Bank, Phulwari
Sharif",,,
BIHAR,14,"M/s   Tripolia   Social   Service   Hospital   &   Blood   Bank,
Gulzarbarg",,,
BIHAR,15,M/S Sadar Hospital Blood Bank.,,,
BIHAR,16,"M/s Sadar Hospital Blood Bank, Sitamarhi.",,,
BIHAR,17,M/s Sadar Sub Divisional Hospital Blood Bank,,,
BIHAR,18,M/S Sadar Hospital  Blood Bank,,,
BIHAR,19,M/S Sadar Hospital Blood Bank,,,
BIHAR,20,M/s Sadar Hospital Blood Bank,,,
BIHAR,21,"M/S Sadar Hospital Blood Bank, Munger.",,,
BIHAR,22,"M/s Shashi Blood Bank, Ashok Rajpath Muradpur, Patna-4,
Bihar",,,
BIHAR,23,"M/s  Rastrakavi Dinkar BB Sadar Hospital, Begusarai.",,,
BIHAR,24,"M/s   Sri   Krishna   Medical   College   &   Hospital   BB
Umanagar.",,,
BIHAR,25,"M/s  Regional  blood  bank  Darbhanga  Medical  College  &
Hospital, Laherisarai",,,
BIHAR,26,"M/s  Patliputra Blood Bank,  Ashoke Rajpath.",,,
BIHAR,27,"M/s  Bihar  State  blood  bank,  Patna  Medical  College  &
Hospital (PMCH).",,,
BIHAR,28,"M/s  Sadar Hospital Blood Bank ,Bihar Sharif",,,
BIHAR,29,"M/s  Sadar Hospital Blood Bank, Chapra",,,
BIHAR,30,"M/s Red Cross Blood Bank, Indian Red Cross Society, Red
Cross Bhawan, North Gandhi Maidan, Patna-1, Bihar",,,
BIHAR,31,M/S Sadar Hospital Blood Bank.,,,
BIHAR,32,"M/S State of the Art Model BB, Jai Prabha Hospital.",,,
BIHAR,33,M/S Palm View Hospital Blood Bank.,,,
BIHAR,34,M/S Lion?s Jeevan Blood Bank.,,,
BIHAR,35,Indira Gandhi Institute of Cardiology BB,,,
BIHAR,36,"M/s  Regional  Blood  Bank,  Jawahar    Lal  Nehru  Medical
College & Hospital, Bhagalpur",,,
BIHAR,37,"M/S   Rajendra   Prasad   Memorial   Rotary   Blood   Bank,
Pokhariya, Kalisthan",,,
BIHAR,38,M/s  Sadar Hospital blood bank,,,
BIHAR,39,"M/s Duncan Hospital, Raxaul",,,
BIHAR,40,"M/sBlood   Bank,   Hai   Medicare   &   Research   Institute
Rajabazar Bailey Rd.",,,
BIHAR,41,"M/s  Indian  Red  Cross  Blood  Bank,  Red  Cross  Bhawan,Hospital Road, Motihari-845401",,,
BIHAR,42,"M/s    Indira    Gandhi    Institute    of    Medical    Sciences,
Sheikhpur,Pin-800014.",,,
BIHAR,43,"M/s M.J.K. Hospital Blood Bank, Bettiah",,,
BIHAR,44,"M/s Katihar Medical College  Blood Bank, Katihar",,,
BIHAR,45,"M/s Life Line Blood Bank, Govind Mitra Road.",,,
BIHAR,46,M/s Life Care Blood Bank & transfusion Services.,,,
BIHAR,47,"M/s  Late  Sajjan  Kr.  Agarwal  Blood  Bank,  Sadar  Hospital
Campus, Nawadah.",,,
BIHAR,48,"M/s  Mata  Gujri  Memorial  (M.G.M.)  Medical  College  &
Lions Seva Kendra Hospital Blood Bank, Kishanganj, Pin- 855107",,,
BIHAR,49,"M/s R.B. Memorial Hospital, Benta Road, Laheriasarai.",,,
BIHAR,50,"M/s  Sadar Hosptal Blood Bank, Hazipur, Vaisali.",,,
BIHAR,51,"M/s  Sadar Hospital Blood Bank, Red Cross Building.",,,
BIHAR,52,"M/s Nazareth Hospital BB, Mokama.",,,
BIHAR,53,"Narayana Medical College & Hospital, Jamuhar,   Rohtas",,,
BIHAR,54,"Mahavir Vaatsalya Blood Bank, East Sadaquat Asram",,,
BIHAR,55,"M/s Sadar Hospital, Sekhpura",,,
BIHAR,56,"M/s Sadar Hospital, Nawada",,,
BIHAR,57,"M/s  Sadar Hospital, Saharsa",,,
BIHAR,58,"Micro Blood Bank, Raj Colony, Sasaram",,,
BIHAR,59,"M/s Sadar Hospital Blood Bank, Siwan-841226",,,
BIHAR,60,"M/s Blood Bank, Red Cross Society, M.P. Singh Red Cross
Bhawan,  Samastipur 848101,Bihar",,,
BIHAR,61,"M/s      Indian   Red   Cross   Blood   Bank,   South   Ramna
Road,Bhojpur, Ara-802301",,,
BIHAR,62,"M/s  Sadar Hospital, Aurangabad",,,
BIHAR,63,"M/s  Sadar Hospital, Lakhisarai",,,
BIHAR,64,"M/s  Sadar Hospital, Samastipur",,,
BIHAR,65,"M/s Nalanda Blood Bank   (A Unit of Janata Karah Kalyan Samaj),    Vill/Moh:  Quamruddinganj,  P.O.  +  P.S.:  Bihar
Sharif,  Dist. :Nalanda,  Pin-803101,Bihar",,,
BIHAR,66,"M/s  Sadar Hospital, Rohtas",,,
BIHAR,67,"M/s  Sadar Hospital, kaimur",,,
BIHAR,68,"M/s  Sadar Hospital, Jamui",,,
BIHAR,69,"M/s  Sadar Hospital, Jehanabad",,,
BIHAR,70,"M/s  Sadar Hospital, Medhepura",,,
BIHAR,71,"M/s  Sadar Hospital, Supaul",,,
BIHAR,72,"M/s  Hi-Tech  Emergency Hospital  Bloood  Bank,  A  unit  of
Keshav Hospital, Danapur, Khagoul Road, Patna",,,
BIHAR,73,"M/s  Sinha  Blood  Bank  (A  unit  of  dr.  A.K.  Sinha  Nursing
Home), Imlichatti, Muzaffarpur.",,,
BIHAR,74,"M/s  Patna  City  Blood  Bank  (A  Unit  of  Kanchan  Sahay
Memorial   Mahila   Prashikhan      Kendra),   Dhanki   More, Agamkuan, Patna-26",,,
BIHAR,75,"M/s     Bhagwan   Mahabir   blood   bank,   Pilgrim   Hospital
Compound.",,,
BIHAR,76,"M/s Blood Bank P.N.H., Siwan Mahatma Budh Educational & Research Centre, situated at Popular Nursing Home, East
of Gandhi Maidan, Siwan - 841226",,,
BIHAR,77,"M/s  Paras  Hmri  Hospital,  Baily Road,  Raja  bazaar,  Patna-
14, Bihar",,,
BIHAR,78,"M/s  Ruban  Memorial  Hospital,  Ratan  Stone  Clinic,  19
Patliputra Colony, Patna, Bihar",,,
BIHAR,79,"M/s     Lord     Buddha     Koshi     Medical     College     and
Hosptal,Saharsa - 852201, Bihar",,,
BIHAR,80,"M/s   K.D.K.M.   Hospital,   Road   No.   2,   Juran   Chapra,
Muzaffarpur, Bihar",,,
BIHAR,81,"M/s Shrishti Blood Bank ( An unit of Sugam Jagriti), Meera Hospital,   Opp   -   Kumbhar   Park,   Kankarbagh,   Patna   -
800020, Bihar",,,
BIHAR,82,"M/s  Jeevan   Rekha   Blood   Bank   (   A   unit   of   Sanjiwini Medicare  Charitable  Trust),  Getwel  Hospital,  Rajabazar,
Bailey Road, Patna - 800014.",,,
BIHAR,83,M/s Lord Budhdha Koshi Medical College,,,
BIHAR,84,M/s Krishna Devi Devi Prasad Kejriwal Maternity Hospital,,,
CHANDIGARH,1,"Blood  Bank,  Government  Medical  College  and  Hospital, Sector-32, Chandigarh.",,,
CHANDIGARH,2,"Blood  Bank,  Department  of   Transfusion  Medicine,  Nehru
Hospital, PGIMER, Sector-12,  Chandigarh.",,,
CHANDIGARH,3,"Blood   Bank,   General   Hospital,   Govt.   Multi   Speciality
Hospital, Sector-16, Chandigarh.",,,
CHANDIGARH,4,"Rotary    of    Blood    Bank    Society    Resources    Centre,
Chandigarh.",,,
CHHATTISGARH,1,"Dhamtari Christian Hospital, Raipur Road, Dhamtari.",,,
CHHATTISGARH,2,"B.S.R. Cancer Hospital, Smriti Nagar, Bhilai.",,,
CHHATTISGARH,3,"Thawait Blood Bank, Rajiv Gandhi Compex, Kuchery Chowk,
Raipur.",,,
CHHATTISGARH,4,"City Blood Bank, Ramkrishrna Ashram, G.E. Road, Raipur.",,,
CHHATTISGARH,5,Holy Cross Hospital Ambikapur.,,,
CHHATTISGARH,6,"Sai Sahara Blood Bank, Garcha Complex, Jail Road, Raipur.",,,
CHHATTISGARH,7,"Appolo Hospital Blood Bank, Vill. Lingiadih, Blaspur.",,,
CHHATTISGARH,8,"Modern Medical Institute Lalpur, Dhamtari Road, Raipur.",,,
CHHATTISGARH,9,"United  Blood Bank, Raja Talab, Raipur.",,,
CHHATTISGARH,10,"M/s. SSD Blood Bank, Katoratalab, Raipur.",,,
CHHATTISGARH,11,"Chandulal Chandrakar Memorial Hospital Blood Bank,
Nehru Nagar, Bhilai.",,,
CHHATTISGARH,12,"Chhattisgarh Blood Bank, Agrawal Hospital Parisar C/o
Agrawal Institute of Medical Sciences Pvt Ltd., G.E.Road, Raipur.",,,
CHHATTISGARH,13,"Bilasa Blood Bank, Bilaspur.",,,
CHHATTISGARH,14,"Bilasa Blood Bank, Shankar Nagar, Raipur.",,,
CHHATTISGARH,15,"Bilasa Blood Bank, Ghanta Ghar Chowk, Korba.",,,
CHHATTISGARH,16,"Tej Blood Bank Main Road, Ambikapur.",,,
CHHATTISGARH,17,"Gayatri Blood Bank, Om Parisar, Durg.",,,
CHHATTISGARH,18,"Ramkrishna Ashram Blood Bank, Narayanpur.",,,
CHHATTISGARH,19,"Chritian Hospital Blood Bank, Mungeli, Bilaspur.",,,
CHHATTISGARH,20,"Shrishti Blood Bank
C/o Dhillan Complex, Jawahar Nagar, Rajpur.",,,
CHHATTISGARH,21,"OPJHRC Blood Bank
C/o OP Jindal Hospital Inn Raigarh",,,
CHHATTISGARH,22,"M/s. Shree Narayana Hospital Blood Bank M/s. Health Tech Chhattisgarh (P) Ltd.,
Shree Narayana Hospital, Devendra Nagar, Raipur.",,,
CHHATTISGARH,23,"M/s. Rajdhani Blood Bank, Main Road, Badhaipara, Raipur.",,,
CHHATTISGARH,24,"M/s. Evangelical Mission Hospital Blood Bank, Evangelical
Mission Hospital Campus, At Tilda, P.O. Neora, Dist. Raipur (C.G.)",,,
CHHATTISGARH,25,"M/s. Ekta Blood Bank, near Abhiyanta Bhawan, Magarpara,
Bilaspur.",,,
CHHATTISGARH,26,"M/s. Raipur Institute of Medical Science Blood Bank, At
Bhansoj Road, Off NH-6, Vill. Godhi, Dist. Raipur (C.G.)",,,
CHHATTISGARH,27,"M/s. CM Medical College & Hospital Blood Bank, at Vill.
Kachandur, Dist: Durg (C.G.)",,,
CHHATTISGARH,28,"M/s. Sewa Blood Bank, Sawadia Complex, Opp of Kirodimal, Distt. Hospital, Raigarh (C.G.)",,,
CHHATTISGARH,29,"M/s. Ashirwad Blood Bank, At H. No.S-5, Rajiv Nagar,
Shankar Nagar, Raipur (C.G.)",,,
CHHATTISGARH,30,"NMDC Appolo Hospital Blood Bank Bailadila Iron Ore Mines, Bacheli, Dantewada.",,,
CHHATTISGARH,31,"Nehru Centenary Hospital Blood Bank, Korba",,,
CHHATTISGARH,32,"J.N.L. Hospital & Research Center Blood Bank, Bhilai",,,
CHHATTISGARH,33,"NMDC Project Hospital Blood Bank, Bailadila Iron Ore
Mines, Kirandul Complex, Dantewada",,,
CHHATTISGARH,34,"Indian Red Cross Blood Bank, Raipur",,,
CHHATTISGARH,35,"B.R.A. Hospital Blood Bank, Raipur",,,
CHHATTISGARH,36,Civil Surgeon Cum Suptt. Dist. Hospital Durg,,,
CHHATTISGARH,37,Civil Surgeon Cum Suptt. Dist. Hospital Rajnandgaon,,,
CHHATTISGARH,38,"CIMS Hospital Blood Bank, Bilaspur",,,
CHHATTISGARH,39,Civil Surgeon Cum Suptt. Dist. Hospital Raigarh,,,
CHHATTISGARH,40,Civil Surgeon Cum Suptt. Dist. Hospital Ambikapur,,,
CHHATTISGARH,41,Civil Surgeon Cum Suptt. Dist. Hospital Korba,,,
CHHATTISGARH,42,Civil Surgeon Cum Suptt. Dist. Hospital Mahasamund,,,
CHHATTISGARH,43,Civil Surgeon Cum Suptt. Dist. Hospital Kanker,,,
CHHATTISGARH,44,Maharani Hospital Jagdalpur,,,
CHHATTISGARH,45,Civil Surgeon Dist. Hospital Kawardha,,,
CHHATTISGARH,46,Civil Surgeon Dist. Hospital Dantewada,,,
CHHATTISGARH,47,Civil Surgeon Dist. Hospital Dhamtari,,,
CHHATTISGARH,48,Civil Surgeon Dist. Hospital Blood Bank Koria,,,
CHHATTISGARH,49,Civil Surgeon Dist. Hospital Blood Bank Bilaspur,,,
DADRA & NAGAR HAVELI,1,"Indian Red Cross Society, Red Cross House, Silvassa, Ut of Dadra Nagar Haveli",,,
DAMAN & DIU,1,"Daman    Raktdan    Kendra,    Marwad    Hospital    Campus,
Marwad, Nani Daman - 396210",,,
DAMAN & DIU,2,"Diu Blood Bank, Government Hospital, Diu ? 362 540",,,
DELHI (NCT),1,"Sunil Blood Bank and Trsnsfusion Center, 806 Arjun Nagar,
Kotla Mubrakpur, Opp. Defence Colony, New Delhi-03.",,,
DELHI (NCT),2,"Blood      Bank,      Bajaj      Blood      Bank,      (Institute      of Immunohaematology), I-C/3, Guru Govind Marg, New Delhi-
5.",,,
DELHI (NCT),3,"Blood Bank, G.K. Medical Center, E-49, Greater Kailash-II,
New Delhi-48.",,,
DELHI (NCT),4,"Blood  Bank,   Holy  Family  Hospital,  Okhla   Road,  New
Delhi-25",,,
DELHI (NCT),5,"Central  Poly Clinic  Blood  Bank,  J-36,  Lajpat  Nagar,  New
Delhi-24.",,,
DELHI (NCT),6,"Blood  Bank,  Escort  Heart  Institute  and  Research  Center,
Okhla Road, New Delhi-25",,,
DELHI (NCT),7,"White  Cross  Blood  Bank,  A-60,  East  of  Kailash,  New
Delhi-65",,,
DELHI (NCT),8,"Central Poly Clinic Blood Bank, 3, Gangan Vihar, Shahdara
Road, Delhi-51.",,,
DELHI (NCT),9,"Blood  Bank,  Organisation,  36,  Vijay Block,  Laxmi  Nagar,
New Delhi-92.",,,
DELHI (NCT),10,"Blood  Bank,  Dharamshila  Cancer  Hospital  and  Research
Center, Vasundhara Enclave, Delhi-95",,,
DELHI (NCT),11,"Blood   Bank,   Indraprastha   Medical   Corporation   (Apollo
Hospital) Sarita Vihar, New Delhi-44",,,
DELHI (NCT),12,"Blood  Bank,  Sunder  Lal  Jain  Charitable  Hospital,  Ashok
Vihar, Phase-III, Delhi-52.",,,
DELHI (NCT),13,"Blood   Bank,   National   Heart   Institute,   49,   Community
Center, East of Kalish, New Delhi-65",,,
DELHI (NCT),14,"Blood  Bank,  Rajiv  Gandhi  Cancer  Institute  and  Research
Center, Sector-V Rohini New Delhi-85",,,
DELHI (NCT),15,"Blood Bank, Mata Chanan Devi Hospital, A-2D, Janakpuri,
New Delhi-58.",,,
DELHI (NCT),16,"Blood  Bank,  Jaipur  Golden  Hospital,  2,  Institutional  Area,
Rohini Sector-III, New Delhi.",,,
DELHI (NCT),17,"Blood  Bank,  Pushpavati  Shinghania  Research  Institute  for Liver, Reneals and Digestive Diseases, Press Enclave Marg,
Sheikh Sarai, Phase-II, New Delhi.",,,
DELHI (NCT),18,"Blood  Bank,  Sushruta  Trauma  Center,  9,  Metcalf  Road,
Delhi-54.",,,
DELHI (NCT),19,"Blood    Bank    of    Sanjay    Gandhi    Memorial    Hospital,
Mangalpuri, Delhi.",,,
DELHI (NCT),20,"Blood Bank, Rotary Blood Bank, 56-57, Institutional Area,
Tughlabad, New Delhi.",,,
DELHI (NCT),21,"Blood Bank, Maharaja Agrasen Hospital, West Punjabi Bag,
New Delhi-26.",,,
DELHI (NCT),22,"Blood  Bank,  Dr.  Baba  Sahab  Ambedkar  Hospital,  Rohani,
Delhi.",,,
DELHI (NCT),23,"Blood   Bank,   Delhi   Heart   &   Lung   Institute,   3mm-II,
Panchkuian Road, New Delhi",,,
DELHI (NCT),24,"Emergency   Blood   Bank,   A   Unit   of   National   Medical
Forum, 4858/24A, Ansari Road, New Delhi-110002.",,,
DELHI (NCT),25,"Blood  Bank,  Brahm  Shakti  Hospital  &  Research  Centre,
Delhi.",,,
DELHI (NCT),26,"Blood      Bank,      Dr.      Hedgewar      Arogya      Sansthan,
Karkardooma, Delhi.",,,
DELHI (NCT),27,"Blood Bank, Sri Balaji Action Medical Institute, FC-34A-4,
Paschim Vihar, New Delhi-63.",,,
DELHI (NCT),28,"Blood  Bank,  Max  Super  Specialty    Hospital,  (A  unit  of Devki  Devi  Foundation),  2,  Press  Enclave  Road,  Saket,
New Delhi.",,,
DELHI (NCT),29,"Blood  Bank,  Max    Super  Specialty  Hospital,  (A  unit  of Balaji   Medical   &   Disgnostic   Research   Centre),   108-A, Indraprastha    Extension,    Opposite    Sanchar    Apartment,
Patparganj, Delhi.",,,
DELHI (NCT),30,"Blood   Bank,   Sant   Parmanand   Hospital,   18   Shyamnath
Marg, Civil Line, Delhi-54.",,,
DELHI (NCT),31,"Blood  Bank,  Saroj  Hospital  and  Heart  Institute  Run  by Ganesh  Das  Chowla  Charitable  Trust  (Regd.)  Madhuban
Chowk, Rohani-Delhi.",,,
DELHI (NCT),32,"Blood Bank, Lions Blood Bank, A.K.-100, Shalimar Bagh,
Delhi.",,,
DELHI (NCT),33,"Blood Bank, Fortis Flt.Lt. Rajan Dhall Hospital (A unit of Flt.  Lt.  Ranjan  Dhall  Charitable  Trust  Regd.)  Sector-B, Pocket-1, Aruna Asaf Ali Marg, Vasant Kunj. New Delhi-
110017.",,,
DELHI (NCT),34,"Blood                       Bank,                                             Indian
Red Cross Society, 1, Red Cross Road, New Delhi-01.",,,
DELHI (NCT),35,"Blood  Bank,  Organisation  11/6B  Shanti  Chamber,  Opp.
Telephone Exchange, Pusa Road, New Delhi-5",,,
DELHI (NCT),36,"Blood Bank, Safdarjung Hospital, New Delhi.",,,
DELHI (NCT),37,"Blood Bank Armed Forces Transfusion Center, Delhi Cantt, New Delhi.",,,
DELHI (NCT),38,"Blood  Bank,  Batra  Hospital  and  Medical  Research  Center,
1, Tughalabad Institution Area, New Delhi-62.",,,
DELHI (NCT),39,"Blood  Bank,  Deen  Dayal  Upadhay  Hospital,  Hari  Nagar,
New Delhi-64",,,
DELHI (NCT),40,"Blood Bank, Dr. Ram Manohar Lohia Hospital, New Delhi.",,,
DELHI (NCT),41,"Blood  Bank,  Cardio-Thoracic  and  Neuro  Sciences,  Ansari
Nagar, New Delhi.",,,
DELHI (NCT),42,"Blood Bank, ESI Hospital, Basi Darapur, Ring Road, New
Delhi.",,,
DELHI (NCT),43,"Blood Bank, Govind Ballabh Pant Hospital, New Delhi-02.",,,
DELHI (NCT),44,"Blood Bank, Sir Ganga Ram Hospital, Rajinder Nagar, New
Delhi-60.",,,
DELHI (NCT),45,"Blood Bank, Guru Teg Bahadur Hospital, Shahadara Delhi-
95.",,,
DELHI (NCT),46,"Blood Bank, Hindu Rao Hospital, Civil Line, Delhi-07",,,
DELHI (NCT),47,"Blood  Bank,  Kasturba  Gandhi  Hospital,  Daryaganj,  New
Delhi.",,,
DELHI (NCT),48,"Blood Bank, Suchita Kriplani Hospital, New Delhi",,,
DELHI (NCT),49,"Blood Bank, LNJP Hospital, New Delhi",,,
DELHI (NCT),50,"Blood  Bank,  Shri  Moolchand  Khariti-ram  Hospital  and
Ayurvedic Research Institute, Lajpat Nagar-III, New Delhi.",,,
DELHI (NCT),51,"Blood  Bank,  Northern  Railway  Central  Hospital,  Basant
Lane, New Delhi.-55.",,,
DELHI (NCT),52,"Blood Bank, Swamy Dayanand Hospital, Shahadara, Delhi-
32.",,,
DELHI (NCT),53,"Blood Bank, St. Stephen Hospital, Tis Hazari, Delhi-54.",,,
DELHI (NCT),54,"Blood Bank, All India Institute of Medical Sciences, Ansari
Nagar, New Delhi-29.",,,
DELHI (NCT),55,"Blood     Bank,     Rockland     Hospital,     B-33-34,     Qutab
Institutional Area, New Delhi-16",,,
DELHI (NCT),56,"Blood  Bank,  Jai  Prakash  Narayan  Apex  Truma  Centre,
AIIMS, New Delhi.",,,
DELHI (NCT),57,"Blood    Bank,    Primus    Super    Speciality    Hospital,    02, Chandragupta  Marg,  Lower  Ground  Floor,  Chanakyapuri, New Delhi.",,,
DELHI (NCT),58,"Blood  Bank,  Dr.  BL  Kapoor  Memorial  Hospital,  5  Pusa
Road, New Delhi.",,,
DELHI (NCT),59,"Blood Bank, Kalra Hospital & Shri Ram Cardiothoracic & Neurosciences  Center  (SRCNC),  A-4,  Kirti  nagar,  New
Delhi ? 110015.",,,
DELHI (NCT),60,"Blood  Bank,  Institute  of  Liver  and  Biliary  Sciences,  D1,
Vasant Kunj, New Delhi.",,,
DELHI (NCT),61,"Blood    Bank,    Park    Hospital,    12-13,    Meera    Enclave
(Chowkhandi),  New Delhi.",,,
DELHI (NCT),62,"Blood  Bank,  Lal  Bahadur  Shastri  Hospital,  Khicheipur,
Delhi-110091.",,,
DELHI (NCT),63,"Blood Bank, Fortis Hospital, A-Block, Shalimar Bagh, New
Delhi-88",,,
